anno;PROVINCIA_CCIAA;COD_PROVINCIA_SEDE_LEGALE;DES_PROVINCIA_SEDE_LEGALE;COD_COMUNE_SEDE_LEGALE;COMUNE;GRUPPO_NATURA_GIURIDICA;ATECO_COD_SEZIONE;ATECO_DES_SEZIONE;NUMERO_IMPRESE;IMPRESE ATTIVE;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;3;3;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;26;20;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;L;ATTIVITè IMMOBILIARI;11;9;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;
2015;AR;51;AREZZO;51039;TERRANUOVA BRACCIOLINI;SOCIETè DI PERSONE;S;ALTRE ATTIVITè DI SERVIZI;6;6;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;n;Non indicato;3;0;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;C;ATTIVITè MANIFATTURIERE;4;4;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;F;COSTRUZIONI;2;2;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";2;2;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';ALTRE FORME;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;n;Non indicato;4;0;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;114;114;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;C;ATTIVITè MANIFATTURIERE;93;92;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;F;COSTRUZIONI;153;151;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";112;107;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;6;5;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;18;18;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;4;3;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;K;ATTIVITè FINANZIARIE E ASSICURATIVE;11;11;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;L;ATTIVITè IMMOBILIARI;9;9;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;9;8;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;3;3;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';DITTE INDIVIDUALI;S;ALTRE ATTIVITè DI SERVIZI;27;26;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;n;Non indicato;8;0;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;3;3;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;B;ESTRAZIONE DI MINERALI DA CAVE E MINIERE;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;C;ATTIVITè MANIFATTURIERE;57;48;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;F;COSTRUZIONI;21;16;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";26;18;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;2;2;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;13;10;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;2;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;K;ATTIVITè FINANZIARIE E ASSICURATIVE;2;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;L;ATTIVITè IMMOBILIARI;22;19;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;3;3;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;3;2;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;4;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI CAPITALE;S;ALTRE ATTIVITè DI SERVIZI;1;1;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;n;Non indicato;1;0;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;5;5;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;C;ATTIVITè MANIFATTURIERE;33;24;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;F;COSTRUZIONI;19;17;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";22;18;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;7;6;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;L;ATTIVITè IMMOBILIARI;6;6;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2;;
2015;AR;51;AREZZO;51040;CASTELFRANCO PIANDISCO';SOCIETè DI PERSONE;S;ALTRE ATTIVITè DI SERVIZI;3;3;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;F;COSTRUZIONI;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";2;2;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;H;TRASPORTO E MAGAZZINAGGIO;3;3;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;3;3;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;P;ISTRUZIONE;1;0;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;Q;SANITè E ASSISTENZA SOCIALE;7;7;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;ALTRE FORME;S;ALTRE ATTIVITè DI SERVIZI;1;0;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;n;Non indicato;1;0;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;91;89;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;C;ATTIVITè MANIFATTURIERE;25;23;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;D;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;F;COSTRUZIONI;52;51;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";63;63;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;8;8;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;15;15;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;K;ATTIVITè FINANZIARIE E ASSICURATIVE;11;11;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;L;ATTIVITè IMMOBILIARI;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;5;5;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;P;ISTRUZIONE;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;DITTE INDIVIDUALI;S;ALTRE ATTIVITè DI SERVIZI;21;21;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;n;Non indicato;6;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;C;ATTIVITè MANIFATTURIERE;27;20;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;F;COSTRUZIONI;10;6;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";13;10;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;2;2;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;4;3;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;0;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;L;ATTIVITè IMMOBILIARI;9;6;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;3;2;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;n;Non indicato;2;0;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;21;21;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;C;ATTIVITè MANIFATTURIERE;28;26;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;F;COSTRUZIONI;13;13;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";19;18;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;3;3;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;17;13;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;L;ATTIVITè IMMOBILIARI;7;7;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;1;1;;
2015;AR;51;AREZZO;51041;PRATOVECCHIO STIA;SOCIETè DI PERSONE;S;ALTRE ATTIVITè DI SERVIZI;6;6;;
2015;FI;48;FIRENZE;48000;Comune non indicato prov.FI;ALTRE FORME;n;Non indicato;2;2;;
2015;FI;48;FIRENZE;48000;Comune non indicato prov.FI;ALTRE FORME;C;ATTIVITè MANIFATTURIERE;2;2;;
2015;FI;48;FIRENZE;48000;Comune non indicato prov.FI;ALTRE FORME;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";1;1;;
2015;FI;48;FIRENZE;48000;Comune non indicato prov.FI;ALTRE FORME;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;3;3;;
2015;FI;48;FIRENZE;48000;Comune non indicato prov.FI;SOCIETè DI CAPITALE;n;Non indicato;1;0;;
2015;FI;48;FIRENZE;48000;Comune non indicato prov.FI;SOCIETè DI CAPITALE;P;ISTRUZIONE;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;n;Non indicato;10;0;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;4;3;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;C;ATTIVITè MANIFATTURIERE;6;5;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;F;COSTRUZIONI;5;3;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";2;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;H;TRASPORTO E MAGAZZINAGGIO;3;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;2;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;3;3;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;K;ATTIVITè FINANZIARIE E ASSICURATIVE;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;L;ATTIVITè IMMOBILIARI;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;6;6;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;P;ISTRUZIONE;3;3;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;Q;SANITè E ASSISTENZA SOCIALE;2;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;5;5;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;ALTRE FORME;S;ALTRE ATTIVITè DI SERVIZI;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;n;Non indicato;9;0;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;145;145;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;C;ATTIVITè MANIFATTURIERE;76;76;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;F;COSTRUZIONI;198;195;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";348;347;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;110;109;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;21;21;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;27;27;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;K;ATTIVITè FINANZIARIE E ASSICURATIVE;45;45;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;L;ATTIVITè IMMOBILIARI;20;20;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;31;31;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;52;52;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;P;ISTRUZIONE;2;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;Q;SANITè E ASSISTENZA SOCIALE;1;0;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;13;13;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;DITTE INDIVIDUALI;S;ALTRE ATTIVITè DI SERVIZI;35;35;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;n;Non indicato;34;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;13;12;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;B;ESTRAZIONE DI MINERALI DA CAVE E MINIERE;1;0;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;C;ATTIVITè MANIFATTURIERE;134;109;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;F;COSTRUZIONI;32;24;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";134;118;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;7;7;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;44;36;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;25;23;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;K;ATTIVITè FINANZIARIE E ASSICURATIVE;6;5;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;L;ATTIVITè IMMOBILIARI;53;46;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;M;ATTIVITè PROFESSIONALI, SCIENTIFICHE E TECNICHE;32;26;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;19;17;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;P;ISTRUZIONE;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;Q;SANITè E ASSISTENZA SOCIALE;8;8;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;R;ATTIVITè ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;4;4;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI CAPITALE;S;ALTRE ATTIVITè DI SERVIZI;5;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;n;Non indicato;8;0;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;12;11;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;C;ATTIVITè MANIFATTURIERE;56;47;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;F;COSTRUZIONI;20;19;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";56;52;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;I;ATTIVITè DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;12;11;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;K;ATTIVITè FINANZIARIE E ASSICURATIVE;2;2;;
2015;FI;48;FIRENZE;48001;BAGNO A RIPOLI;SOCIETè DI PERSONE;L;ATTIVITè IMMOBILIARI;20;19;;
