anno;CCIAA;codice_provincia;provincia;codice_comune;comune;natura_giuridica;sezione;settore_attivita;registrate;attive
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;ALTRE FORME;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";2;2
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;ALTRE FORME;L;ATTIVITÀ IMMOBILIARI;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;2;2
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;ALTRE FORME;Q;SANITÀ E ASSISTENZA SOCIALE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;ALTRE FORME;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;ALTRE FORME;S;ALTRE ATTIVITÀ DI SERVIZI;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;n;Non indicato;5;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;270;270
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;C;ATTIVITÀ MANIFATTURIERE;20;20
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;E;"FORNITURA DI ACQUA; RETI FOGNARIE";1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;F;COSTRUZIONI;60;59
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";123;119
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;10;10
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;22;21
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;4;4
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;12;12
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;L;ATTIVITÀ IMMOBILIARI;4;4
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;4;4
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;17;17
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;5;5
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;DITTE INDIVIDUALI;S;ALTRE ATTIVITÀ DI SERVIZI;24;24
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;n;Non indicato;5;0
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;C;ATTIVITÀ MANIFATTURIERE;3;2
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;F;COSTRUZIONI;5;4
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";26;19
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;H;TRASPORTO E MAGAZZINAGGIO;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;26;21
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;2;2
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;L;ATTIVITÀ IMMOBILIARI;8;7
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;3;3
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;6;4
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;P;ISTRUZIONE;2;2
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;NON INDICATA;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;5;5
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;n;Non indicato;12;0
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;10;9
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;C;ATTIVITÀ MANIFATTURIERE;7;5
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;E;"FORNITURA DI ACQUA; RETI FOGNARIE";2;0
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;F;COSTRUZIONI;14;13
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";8;8
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;15;12
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;4;3
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;L;ATTIVITÀ IMMOBILIARI;9;8
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;Q;SANITÀ E ASSISTENZA SOCIALE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI CAPITALE;S;ALTRE ATTIVITÀ DI SERVIZI;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;n;Non indicato;5;0
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;40;39
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;C;ATTIVITÀ MANIFATTURIERE;12;11
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;F;COSTRUZIONI;9;5
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";14;13
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;1;0
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;24;23
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;L;ATTIVITÀ IMMOBILIARI;11;10
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;4;4
2014;GR;053;GROSSETO;053015;MASSA MARITTIMA;SOCIETÀ DI PERSONE;S;ALTRE ATTIVITÀ DI SERVIZI;3;3
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;ALTRE FORME;n;Non indicato;3;0
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;ALTRE FORME;H;TRASPORTO E MAGAZZINAGGIO;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;3;2
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;n;Non indicato;15;0
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;40;40
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;C;ATTIVITÀ MANIFATTURIERE;60;60
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;F;COSTRUZIONI;148;144
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";169;165
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;23;22
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;50;50
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;6;6
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;L;ATTIVITÀ IMMOBILIARI;28;27
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;7;7
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;21;21
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;P;ISTRUZIONE;5;5
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;8;8
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;DITTE INDIVIDUALI;S;ALTRE ATTIVITÀ DI SERVIZI;32;32
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;n;Non indicato;22;0
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;A;AGRICOLTURA, SILVICOLTURA E PESCA;12;10
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;C;ATTIVITÀ MANIFATTURIERE;9;8
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;F;COSTRUZIONI;5;5
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";27;21
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;H;TRASPORTO E MAGAZZINAGGIO;9;7
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;27;19
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;2;2
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;L;ATTIVITÀ IMMOBILIARI;8;8
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;3;3
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;5;4
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;P;ISTRUZIONE;1;0
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;11;11
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;NON INDICATA;S;ALTRE ATTIVITÀ DI SERVIZI;6;6
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;n;Non indicato;17;0
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;6;6
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;C;ATTIVITÀ MANIFATTURIERE;16;15
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;F;COSTRUZIONI;29;24
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";19;16
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;H;TRASPORTO E MAGAZZINAGGIO;17;15
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;11;8
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;2;2
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;L;ATTIVITÀ IMMOBILIARI;23;22
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;7;7
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;P;ISTRUZIONE;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI CAPITALE;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;7;6
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;n;Non indicato;8;0
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;19;18
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;C;ATTIVITÀ MANIFATTURIERE;48;46
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;F;COSTRUZIONI;26;22
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";52;45
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;15;13
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;60;48
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;2;2
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;1;1
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;L;ATTIVITÀ IMMOBILIARI;6;6
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;2;2
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;5;4
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;P;ISTRUZIONE;2;2
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;4;4
2014;GR;053;GROSSETO;053016;MONTE ARGENTARIO;SOCIETÀ DI PERSONE;S;ALTRE ATTIVITÀ DI SERVIZI;2;2
2014;GR;053;GROSSETO;053017;MONTIERI;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;n;Non indicato;1;0
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;57;57
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;C;ATTIVITÀ MANIFATTURIERE;4;4
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;F;COSTRUZIONI;13;13
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";13;13
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;4;4
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;11;11
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;DITTE INDIVIDUALI;S;ALTRE ATTIVITÀ DI SERVIZI;4;4
2014;GR;053;GROSSETO;053017;MONTIERI;NON INDICATA;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;2;2
2014;GR;053;GROSSETO;053017;MONTIERI;NON INDICATA;L;ATTIVITÀ IMMOBILIARI;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;NON INDICATA;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;4;4
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI CAPITALE;A;AGRICOLTURA, SILVICOLTURA E PESCA;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI CAPITALE;C;ATTIVITÀ MANIFATTURIERE;1;0
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI CAPITALE;F;COSTRUZIONI;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI CAPITALE;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI PERSONE;n;Non indicato;1;0
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI PERSONE;A;AGRICOLTURA, SILVICOLTURA E PESCA;6;6
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI PERSONE;C;ATTIVITÀ MANIFATTURIERE;2;1
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI PERSONE;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";1;1
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI PERSONE;H;TRASPORTO E MAGAZZINAGGIO;1;1
2014;GR;053;GROSSETO;053017;MONTIERI;SOCIETÀ DI PERSONE;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;3;2
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;n;Non indicato;2;0
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;A;AGRICOLTURA, SILVICOLTURA E PESCA;2;2
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;C;ATTIVITÀ MANIFATTURIERE;1;1
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;F;COSTRUZIONI;2;2
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;1;1
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;3;2
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;P;ISTRUZIONE;1;1
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;Q;SANITÀ E ASSISTENZA SOCIALE;1;0
2014;GR;053;GROSSETO;053018;ORBETELLO;ALTRE FORME;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;1;1
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;n;Non indicato;10;1
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;A;AGRICOLTURA, SILVICOLTURA E PESCA;382;381
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;C;ATTIVITÀ MANIFATTURIERE;59;57
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;F;COSTRUZIONI;129;127
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";234;229
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;H;TRASPORTO E MAGAZZINAGGIO;16;15
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;77;74
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;8;8
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;K;ATTIVITÀ FINANZIARIE E ASSICURATIVE;18;18
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;L;ATTIVITÀ IMMOBILIARI;20;20
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;9;9
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;N;NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE;47;46
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;P;ISTRUZIONE;2;2
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;R;ATTIVITÀ ARTISTICHE, SPORTIVE, DI INTRATTENIMENTO E DIVERTIMENTO;8;7
2014;GR;053;GROSSETO;053018;ORBETELLO;DITTE INDIVIDUALI;S;ALTRE ATTIVITÀ DI SERVIZI;64;64
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;n;Non indicato;18;0
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;A;AGRICOLTURA, SILVICOLTURA E PESCA;8;5
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;C;ATTIVITÀ MANIFATTURIERE;8;5
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;E;"FORNITURA DI ACQUA; RETI FOGNARIE";3;3
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;F;COSTRUZIONI;12;9
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;G;"COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI";33;30
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;H;TRASPORTO E MAGAZZINAGGIO;8;7
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;I;ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE;32;25
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;J;SERVIZI DI INFORMAZIONE E COMUNICAZIONE;5;5
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;L;ATTIVITÀ IMMOBILIARI;13;12
2014;GR;053;GROSSETO;053018;ORBETELLO;NON INDICATA;M;ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE;8;8
